state_abbr,county_clean,MonthlyCharge,Tenure,Churn_Flag,InternetService
TX,CHEROKEE,235.1555,42.6954,1,DSL
AL,MOBILE,159.9476,45.59475,0,DSL
FL,DUVAL,227.4754,58.42233,0,Fiber Optic
IL,COOK,192.4404,71.55357,0,Fiber Optic
AK,KENAI PENINSULA,252.624,71.04194,0,Fiber Optic
WV,FAYETTE,162.497,66.77188,0,DSL
FL,HERNANDO,125.0073,57.50673,0,
TX,DALLAS,149.9483,61.60654,0,Fiber Optic
VA,ROCKINGHAM,92.5018,68.00844,0,
TX,ROCKWALL,139.9861,70.41492,0,
MA,PLYMOUTH,129.9598,68.32614,0,DSL
WA,CHELAN,172.4404,54.71778,0,DSL
IL,MENARD,134.9509,39.13842,0,Fiber Optic
AK,WADE HAMPTON,142.4713,57.49365,0,DSL
ID,SHOSHONE,127.4586,60.23114,0,
MD,HARFORD,169.9447,47.55305,0,Fiber Optic
CT,TOLLAND,275.1198,67.72122,0,Fiber Optic
OK,OKLAHOMA,277.6513,61.94735,0,Fiber Optic
TX,TARRANT,179.9794,68.29684,0,Fiber Optic
WI,GREEN LAKE,147.4421,70.30403,0,Fiber Optic
MI,MENOMINEE,149.9928,37.5005,0,DSL
AZ,PIMA,169.9447,60.34404,0,Fiber Optic
MO,CRAWFORD,159.9512,57.36372,0,Fiber Optic
CA,LOS ANGELES,142.4526,57.50491,0,DSL
MA,WORCESTER,214.9525,42.67725,0,Fiber Optic
VA,FAIRFAX,147.4601,65.4426,0,Fiber Optic
IN,HANCOCK,149.9776,63.15946,0,
OK,JOHNSTON,149.9928,65.60287,0,DSL
PR,SAN JUAN,114.9509,70.70015,0,DSL
AK,DILLINGHAM,202.4433,71.4064,0,Fiber Optic
PA,SNYDER,232.6415,51.61804,0,Fiber Optic
AL,MOBILE,117.4858,67.40482,0,
TX,HUNT,127.475,70.62907,0,
AL,SHELBY,265.1283,70.64297,0,Fiber Optic
CO,MESA,247.6647,61.78729,0,DSL
IL,MONROE,152.5022,66.54232,0,
KS,ELLSWORTH,124.9781,63.06195,0,Fiber Optic
VA,VIRGINIA BEACH,197.484,70.22928,0,DSL
GA,CLAYTON,150.0208,63.06098,0,
FL,PASCO,255.1372,56.31481,1,Fiber Optic
NE,BUTLER,210.1563,55.69627,0,
NC,STOKES,240.1149,66.00149,0,Fiber Optic
CA,SAN JOAQUIN,172.4705,60.37442,0,DSL
MD,BALTIMORE,149.9741,66.19811,0,DSL
KS,SHAWNEE,159.9942,47.6364,0,
PA,YORK,257.6841,54.69435,0,
NY,ERIE,172.4404,63.05421,0,DSL
VA,CULPEPER,132.466,54.78051,0,DSL
MO,RALLS,159.983,55.38418,0,Fiber Optic
IL,MARION,149.989,47.40586,0,
MT,CARBON,187.4811,65.45306,0,DSL
NC,GATES,127.4887,71.7712,0,
FL,SARASOTA,137.4872,69.15481,0,Fiber Optic
TX,GALVESTON,167.4564,54.67054,0,Fiber Optic
MI,OAKLAND,202.4433,51.48861,0,Fiber Optic
NC,MECKLENBURG,157.4698,61.0588,0,Fiber Optic
IL,LIVINGSTON,117.4686,57.65975,0,DSL
MO,ST LOUIS,182.4653,53.12753,0,Fiber Optic
MO,ST LOUIS,139.9349,70.49565,0,DSL
CO,FREMONT,172.4579,50.42623,0,Fiber Optic
TX,BELL,127.4958,58.74129,0,Fiber Optic
OR,MALHEUR,182.497,52.65622,0,Fiber Optic
WA,SPOKANE,79.97886,54.01225,0,
MO,FRANKLIN,142.4713,65.95332,0,DSL
TX,RANDALL,139.9349,63.01903,0,DSL
MD,WASHINGTON,132.466,71.00745,0,DSL
SD,MOODY,104.9781,71.02256,0,DSL
OH,HAMILTON,255.1336,42.80596,0,DSL
NY,CHEMUNG,172.4579,62.15286,0,Fiber Optic
NC,WAKE,229.9931,50.89715,0,Fiber Optic
MS,LAUDERDALE,159.9512,57.20095,0,Fiber Optic
NE,THURSTON,162.4653,64.98806,0,DSL
TX,LA SALLE,137.4872,60.32779,0,Fiber Optic
VT,WASHINGTON,159.9476,64.47076,0,DSL
MO,CHRISTIAN,172.4567,60.16687,0,DSL
HI,HAWAII,162.4653,69.76805,0,DSL
AZ,SANTA CRUZ,112.4844,64.44445,0,
MO,HARRISON,187.4811,71.00882,0,DSL
WV,RALEIGH,255.1198,67.93006,0,DSL
VA,GLOUCESTER,235.1417,52.51777,1,DSL
DC,DISTRICT OF COLUMBIA,184.9785,69.5048,0,Fiber Optic
NJ,OCEAN,152.4907,43.86844,0,
KS,FORD,149.9447,64.44732,0,DSL
NJ,MERCER,139.983,64.12634,0,DSL
AZ,SANTA CRUZ,129.9483,61.80743,0,DSL
FL,PASCO,147.4738,59.71663,0,Fiber Optic
MD,PRINCE GEORGES,144.9889,66.60766,0,DSL
NY,WESTCHESTER,137.4686,60.8744,0,Fiber Optic
MN,MAHNOMEN,129.9483,47.43916,0,DSL
VA,MONTGOMERY,114.9509,62.04664,0,DSL
PA,CRAWFORD,132.4798,62.56058,0,DSL
FL,JACKSON,222.65,66.05097,0,Fiber Optic
WA,PIERCE,107.4958,62.75224,0,DSL
CA,ALAMEDA,134.9801,57.13921,0,
MS,SUNFLOWER,112.4551,70.97645,0,Fiber Optic
MI,OAKLAND,159.9476,51.27317,0,DSL
CA,RIVERSIDE,267.6427,67.75314,0,DSL
AZ,SANTA CRUZ,175.1331,52.29353,1,
IA,WASHINGTON,114.9509,54.7075,0,DSL
SC,GREENVILLE,149.9621,61.74103,0,Fiber Optic
NC,MOORE,262.6106,65.12119,0,Fiber Optic
AZ,PINAL,225.1786,54.76926,0,
GA,PIKE,232.6378,70.18932,0,DSL
WV,POCAHONTAS,129.9915,61.30642,0,DSL
IL,WHITE,139.9349,63.28674,0,DSL
NJ,MONMOUTH,114.9728,59.1618,0,Fiber Optic
TX,BEXAR,139.983,58.78687,0,DSL
AL,RANDOLPH,265.1283,65.70769,0,Fiber Optic
MI,WAYNE,184.9496,63.45489,0,DSL
GA,CALHOUN,169.9447,68.41013,0,Fiber Optic
KY,MONTGOMERY,172.4624,70.23949,0,Fiber Optic
MA,SUFFOLK,235.1417,56.32645,1,DSL
OR,COLUMBIA,114.9658,57.67289,0,
NY,WESTCHESTER,247.6647,60.82718,0,DSL
PA,LUZERNE,127.4887,69.76544,0,
OK,CADDO,127.4421,66.63219,0,DSL
PA,BUTLER,137.4392,70.34319,0,Fiber Optic
ME,FRANKLIN,102.4746,61.75654,0,
FL,GLADES,182.4608,60.34007,0,Fiber Optic
ME,WASHINGTON,119.9897,44.02354,0,
TN,BEDFORD,107.4958,63.66434,0,DSL
SC,BAMBERG,179.9794,61.62652,0,Fiber Optic
NY,ST LAWRENCE,192.4404,70.17488,0,Fiber Optic
AK,HOONAH-ANGOON,104.9923,61.29358,0,
OK,WASHINGTON,112.4551,68.01745,0,Fiber Optic
PA,COLUMBIA,207.6094,69.68705,0,Fiber Optic
TX,LIPSCOMB,162.5299,67.65646,0,
MO,PLATTE,137.4836,50.09295,0,DSL
AR,YELL,175.1331,47.99043,0,
NY,CHAUTAUQUA,127.5112,69.14535,0,
MT,YELLOWSTONE,119.9568,47.91787,0,DSL
AR,VAN BUREN,147.4421,65.87412,0,Fiber Optic
GA,CHATTOOGA,112.4551,59.66274,0,Fiber Optic
PA,BUTLER,104.9629,58.50278,0,
TX,CAMERON,174.9755,61.54602,0,Fiber Optic
WA,SPOKANE,192.4885,66.99754,0,Fiber Optic
NC,CAMDEN,149.9598,69.74139,0,Fiber Optic
IA,IOWA,204.9496,58.91354,0,Fiber Optic
VA,TAZEWELL,149.9598,67.61943,0,Fiber Optic
UT,WASHINGTON,104.9643,51.22671,0,DSL
AZ,MARICOPA,162.4538,59.94889,0,DSL
ME,KNOX,162.5299,70.31022,0,
NC,AVERY,182.447,59.6057,0,Fiber Optic
SC,OCONEE,194.9768,44.89823,0,Fiber Optic
NY,ESSEX,169.9378,50.98192,0,Fiber Optic
IN,STEUBEN,182.4433,56.88725,0,DSL
CA,RIVERSIDE,164.967,61.33886,0,DSL
AK,YUKON-KOYUKUK,117.5152,47.96511,0,
MT,MADISON,252.624,54.23273,1,Fiber Optic
VA,BRUNSWICK,124.9643,57.78109,0,Fiber Optic
MA,WORCESTER,252.6378,67.90183,0,Fiber Optic
IL,WINNEBAGO,104.9781,62.24788,0,DSL
OR,WALLOWA,137.4684,66.70369,0,
TX,MEDINA,174.9919,62.32519,0,Fiber Optic
TX,TERRY,159.9512,60.04073,0,Fiber Optic
KS,RILEY,147.4421,68.07677,0,Fiber Optic
OH,TUSCARAWAS,129.9621,59.79068,0,DSL
TN,CHESTER,139.9349,58.09895,0,DSL
ND,ROLETTE,149.9598,62.11937,0,Fiber Optic
IN,WAYNE,152.4798,44.39429,0,Fiber Optic
MT,FLATHEAD,235.1884,71.30912,0,
NY,DELAWARE,139.965,62.04916,0,DSL
IN,LAKE,154.9919,67.19295,0,DSL
MS,UNION,187.656,63.28078,0,
GA,BAKER,129.9483,71.58072,0,DSL
NY,SARATOGA,114.9509,68.63236,0,DSL
IL,PEORIA,165.0182,65.3851,0,
OK,CHEROKEE,139.9678,64.12772,0,
WV,MONROE,245.147,69.97238,0,DSL
TX,LUBBOCK,245.1612,57.44027,1,
CO,BOULDER,177.4876,50.46018,0,DSL
NH,CHESHIRE,184.9647,62.18037,0,Fiber Optic
PA,INDIANA,139.9875,61.82935,0,DSL
NY,DELAWARE,114.9976,60.69462,0,
NY,SUFFOLK,214.9525,61.85233,0,Fiber Optic
SC,ORANGEBURG,124.9781,57.17893,0,Fiber Optic
ME,OXFORD,82.49655,69.95421,0,
WV,GILMER,139.983,59.21586,0,DSL
FL,TAYLOR,149.9913,69.09557,0,
KS,LOGAN,255.1372,47.83008,1,Fiber Optic
OK,JOHNSTON,187.6094,71.39166,0,DSL
NE,MADISON,222.6362,63.07092,1,Fiber Optic
WV,WYOMING,202.6362,53.75074,0,DSL
FL,SARASOTA,159.9349,63.67009,0,Fiber Optic
NY,NASSAU,184.9963,40.76616,0,
VT,WINDSOR,149.9707,60.54883,0,
AZ,MARICOPA,149.9913,54.24636,0,
PA,CHESTER,117.472,62.39739,0,
SD,CLARK,114.9838,67.29466,0,
WV,RANDOLPH,127.4738,68.14379,0,DSL
NC,ROCKINGHAM,192.4885,69.29855,0,Fiber Optic
NC,ALAMANCE,172.4441,47.78655,0,Fiber Optic
CA,EL DORADO,192.4404,48.44746,0,Fiber Optic
MI,MUSKEGON,257.6513,44.99139,1,DSL
KY,NELSON,169.9928,57.56205,0,Fiber Optic
CA,SISKIYOU,172.4441,70.00887,0,Fiber Optic
MO,CASS,194.9768,38.05187,0,Fiber Optic
NE,GREELEY,152.4441,67.20585,0,DSL
IN,PORTER,179.9794,55.3519,0,Fiber Optic
PA,CENTRE,210.1051,65.67374,1,DSL
NY,GREENE,152.4441,64.11549,0,DSL
OR,COLUMBIA,172.4441,65.31603,0,Fiber Optic
OH,PAULDING,127.525,39.5421,0,
MA,BRISTOL,152.4798,61.59822,0,Fiber Optic
MA,PLYMOUTH,129.9778,71.83398,0,DSL
IN,TIPPECANOE,192.4885,71.0114,0,Fiber Optic
NC,DARE,255.1198,64.60644,1,DSL
MI,OAKLAND,129.9915,50.77685,0,DSL
NY,SUFFOLK,229.9931,61.00152,0,Fiber Optic
VA,SHENANDOAH,114.9509,60.92178,0,DSL
AZ,NAVAJO,192.4404,64.63019,0,Fiber Optic
OK,CARTER,217.4725,66.9541,0,Fiber Optic
NE,DOUGLAS,137.4686,71.80429,0,Fiber Optic
MN,BECKER,149.9447,37.04125,0,DSL
KS,HARVEY,220.1185,46.55404,1,Fiber Optic
NC,BURKE,204.9634,65.54969,0,Fiber Optic
SC,HORRY,159.983,57.18854,0,Fiber Optic
IA,BREMER,172.4567,44.89729,0,DSL
SC,BEAUFORT,117.4872,69.90673,0,DSL
IL,SHELBY,140.0013,58.9945,0,DSL
NY,STEUBEN,144.9607,62.94907,0,Fiber Optic
CA,EL DORADO,184.967,64.07956,0,Fiber Optic
CO,DENVER,129.9621,46.55143,0,DSL
TN,CLAIBORNE,172.4567,40.7843,1,DSL
SD,GREGORY,167.4564,56.03048,0,Fiber Optic
NC,UNION,152.4798,68.89551,0,Fiber Optic
AL,TUSCALOOSA,182.4676,66.94288,0,Fiber Optic
OH,FAIRFIELD,127.482,66.52284,0,Fiber Optic
TX,BEXAR,139.9792,56.28159,0,
NY,SULLIVAN,174.9768,62.11875,0,DSL
TX,HARRIS,242.6106,61.2541,1,DSL
KS,JOHNSON,129.9915,50.76733,0,DSL
TN,WILLIAMSON,174.9618,71.82846,0,Fiber Optic
HI,HONOLULU,154.9618,70.73486,0,DSL
IA,SCOTT,202.65,40.12358,0,DSL
OK,OKLAHOMA,107.5286,55.67612,0,
NC,ORANGE,127.4958,67.97028,0,Fiber Optic
TX,HARRIS,159.9794,48.31617,0,DSL
GA,JONES,184.9647,68.88054,0,Fiber Optic
MA,PLYMOUTH,92.45514,65.48947,0,DSL
MI,JACKSON,159.9349,56.81183,0,Fiber Optic
IA,OSCEOLA,132.466,58.09792,0,DSL
PA,MONTGOMERY,129.9915,69.83332,0,DSL
MN,HENNEPIN,137.4978,66.31056,0,
WI,MILWAUKEE,267.6427,40.13259,1,DSL
IA,ADAIR,92.45514,71.11315,0,DSL
AL,CRENSHAW,137.4872,51.83337,0,Fiber Optic
AR,BRADLEY,210.1051,66.16845,0,DSL
TX,CALDWELL,209.9931,44.47594,0,DSL
SC,ANDERSON,275.1336,41.92048,1,Fiber Optic
PR,SAN JUAN,102.4746,69.90151,0,
NY,ERIE,225.132,65.07074,0,DSL
CA,LOS ANGELES,194.9663,61.10961,0,DSL
GA,MCINTOSH,257.6513,60.97795,1,DSL
GA,COLQUITT,194.9744,65.51642,0,Fiber Optic
MN,BELTRAMI,104.9629,61.83914,0,
AL,GREENE,139.965,52.89423,0,DSL
TX,WISE,230.1051,60.04495,0,Fiber Optic
WV,GILMER,184.9647,53.80449,0,Fiber Optic
NY,ONEIDA,137.4872,65.06381,0,Fiber Optic
IL,LIVINGSTON,242.6106,53.4492,0,DSL
TX,GALVESTON,92.45514,60.85074,0,DSL
TX,WASHINGTON,127.5112,58.25985,0,
CA,LOS ANGELES,127.4421,56.83604,0,DSL
NY,OTSEGO,129.9598,70.16829,0,DSL
SC,GREENVILLE,194.9581,52.66447,0,Fiber Optic
TX,MATAGORDA,192.4567,58.238,0,Fiber Optic
SC,ANDERSON,200.1185,54.77909,0,DSL
GA,MONROE,192.4404,71.16283,0,Fiber Optic
ID,BONNEVILLE,160.0013,58.27269,0,Fiber Optic
KY,MERCER,142.4526,68.41303,0,DSL
CA,MENDOCINO,169.9741,44.75355,0,Fiber Optic
PA,ERIE,149.9621,56.20194,0,Fiber Optic
TX,HIDALGO,107.4958,46.60224,0,DSL
NY,WESTCHESTER,114.9728,67.71178,0,Fiber Optic
SC,COLLETON,212.6228,69.67895,0,DSL
IN,MONROE,177.6508,69.28827,0,
MO,NEW MADRID,114.9838,58.66502,0,
IA,LEE,232.6707,57.94445,0,
VT,FRANKLIN,79.97886,52.54837,0,
NY,CHENANGO,149.9845,69.96694,0,
NH,CARROLL,215.1591,60.37982,0,DSL
CA,LOS ANGELES,124.9607,66.17964,0,DSL
MO,MORGAN,149.9776,55.24695,0,
NM,TAOS,114.9838,56.63276,0,
PA,ALLEGHENY,114.9509,56.53361,0,DSL
WV,BERKELEY,162.4538,46.82488,0,DSL
VT,WASHINGTON,104.9629,54.62225,0,
AK,NORTH SLOPE,149.9928,66.32483,0,DSL
MI,MACOMB,137.4684,70.28188,0,
MS,MONROE,149.9707,39.54414,0,
FL,MARION,157.4698,55.47474,0,Fiber Optic
TN,HARDEMAN,134.9509,56.12583,0,Fiber Optic
MD,SOMERSET,212.6228,61.77794,1,DSL
CA,YUBA,162.4653,69.8304,0,DSL
VA,BEDFORD,114.9728,70.35146,0,Fiber Optic
NJ,UNION,194.9699,52.70133,0,Fiber Optic
TX,BEXAR,277.6513,66.69393,0,Fiber Optic
IA,MAHASKA,182.4433,56.51994,0,DSL
KS,CHEROKEE,172.4555,47.22872,0,Fiber Optic
TX,SAN JACINTO,159.9349,60.6298,0,Fiber Optic
NC,CHATHAM,134.9509,68.37603,0,Fiber Optic
WV,NICHOLAS,132.4798,69.36054,0,DSL
PA,WESTMORELAND,112.4844,65.61605,0,
NY,NASSAU,117.4392,49.60721,0,DSL
VA,STAUNTON,149.9776,63.43072,0,
CA,LOS ANGELES,227.4754,61.51035,0,Fiber Optic
WA,MASON,222.6143,45.09378,1,DSL
MI,ST CLAIR,200.1185,69.37615,0,DSL
MA,MIDDLESEX,172.4555,63.26277,0,Fiber Optic
OH,JEFFERSON,134.9509,58.96627,0,Fiber Optic
SC,NEWBERRY,197.4876,65.29336,0,Fiber Optic
NM,SANDOVAL,182.4833,67.28766,0,Fiber Optic
AR,PRAIRIE,230.1344,57.91581,0,
CA,SUTTER,149.9621,63.18965,0,Fiber Optic
PA,PHILADELPHIA,232.6415,67.6047,0,Fiber Optic
IL,JACKSON,202.6829,65.4571,0,
MD,ALLEGANY,222.6654,47.50976,0,
OK,CANADIAN,275.1336,50.69944,1,Fiber Optic
TN,GRUNDY,114.9658,57.16208,0,
SD,MOODY,172.4579,71.66334,0,Fiber Optic
RI,BRISTOL,105.011,64.19903,0,
CO,JEFFERSON,107.482,48.95603,0,DSL
MS,MADISON,124.9607,47.94402,0,DSL
ME,HANCOCK,242.6573,36.05308,1,
MT,DAWSON,104.9781,67.18986,0,DSL
FL,POLK,192.4404,62.27397,0,Fiber Optic
PA,MERCER,142.4689,62.38889,0,DSL
NY,GREENE,245.1457,67.27106,0,Fiber Optic
IL,STEPHENSON,124.9607,58.42303,0,DSL
MO,MONTGOMERY,245.147,58.94486,1,DSL
MN,WASHINGTON,182.447,71.88705,0,Fiber Optic
TX,MCLENNAN,162.4827,44.09777,0,Fiber Optic
MI,SHIAWASSEE,242.6106,70.62164,0,DSL
PA,LUZERNE,172.4579,63.92945,0,Fiber Optic
TX,MILAM,94.97283,59.46448,0,DSL
MO,FRANKLIN,172.4705,70.56628,0,DSL
ND,SLOPE,114.9728,56.08957,0,Fiber Optic
CA,FRESNO,172.4624,69.30257,0,Fiber Optic
PR,COMERIO,82.49655,64.60955,0,
IN,HARRISON,157.4698,63.00351,0,Fiber Optic
NC,GUILFORD,220.1149,64.81359,1,DSL
IN,MONTGOMERY,255.1417,54.22687,0,Fiber Optic
NY,SUFFOLK,162.4653,62.21334,0,DSL
SD,DAY,127.4783,63.31259,0,DSL
TX,HARRISON,194.9768,60.52991,0,Fiber Optic
WI,GRANT,265.147,49.22913,1,Fiber Optic
NJ,BERGEN,177.6508,68.69263,0,
PA,FAYETTE,179.9656,50.20686,0,Fiber Optic
PA,SCHUYLKILL,277.6375,63.5434,0,Fiber Optic
SD,GREGORY,92.45514,52.07024,0,DSL
NY,ORANGE,129.9778,67.99211,0,DSL
VA,NEWPORT NEWS,194.9581,68.19039,0,Fiber Optic
SD,HAMLIN,167.4847,66.78366,0,DSL
CA,LAKE,117.5152,54.35016,0,
NC,ALAMANCE,115.0021,62.9411,0,
TX,KARNES,182.4833,55.20008,0,Fiber Optic
KS,JOHNSON,222.6281,63.47945,1,DSL
PA,CRAWFORD,220.1478,70.6626,0,
PA,FAYETTE,147.4783,46.80924,0,Fiber Optic
OK,ROGERS,137.4978,61.99036,0,
CO,DOUGLAS,125.0073,63.86174,0,
MO,CRAWFORD,149.9621,69.02601,0,Fiber Optic
CA,SANTA CLARA,154.9919,58.43007,0,DSL
SC,HAMPTON,164.967,68.93162,0,DSL
PA,GREENE,187.6094,69.026,0,DSL
VA,KING GEORGE,182.49,58.36624,1,
IL,ROCK ISLAND,157.4698,42.05546,0,Fiber Optic
KY,GREENUP,149.9447,55.08862,0,DSL
OH,GEAUGA,137.4686,36.44011,0,Fiber Optic
KY,JACKSON,147.4738,50.07627,0,Fiber Optic
TN,COCKE,124.9643,42.10529,0,Fiber Optic
MA,ESSEX,184.9797,60.75598,0,DSL
MO,POLK,220.1615,41.60875,1,
MN,MCLEOD,174.9882,68.46483,0,DSL
NE,HAMILTON,242.6326,66.69757,0,Fiber Optic
ID,FRANKLIN,220.1323,66.50887,0,Fiber Optic
MI,DICKINSON,152.466,47.34607,0,Fiber Optic
NC,JOHNSTON,149.9845,60.17035,0,
NY,WARREN,162.4689,52.42844,0,Fiber Optic
AR,SEARCY,140.0013,68.50196,0,DSL
PA,WESTMORELAND,154.9618,67.57419,0,DSL
WV,NICHOLAS,162.5299,63.88777,0,
AL,ESCAMBIA,162.4608,62.09662,0,DSL
VA,RAPPAHANNOCK,129.9926,66.03293,0,
FL,SARASOTA,127.4421,48.02057,0,DSL
MS,LEAKE,159.9349,61.43691,0,Fiber Optic
OK,OKLAHOMA,192.4404,70.04054,0,Fiber Optic
VA,FAIRFAX,149.9621,58.54873,0,Fiber Optic
IA,POLK,182.4538,50.48601,0,Fiber Optic
FL,MONROE,164.9715,65.18605,0,DSL
SD,SPINK,112.4551,64.20616,0,Fiber Optic
OH,DELAWARE,172.4441,48.30622,0,Fiber Optic
AR,ARKANSAS,197.4702,61.63974,1,DSL
TX,TARRANT,184.967,45.58687,0,Fiber Optic
KS,LINN,232.6707,67.09106,0,
IL,WINNEBAGO,175.1331,51.0221,0,
MA,ESSEX,142.4827,61.76772,0,DSL
TX,YOUNG,192.4885,71.7248,0,Fiber Optic
WV,UPSHUR,174.9768,60.03811,0,DSL
AR,INDEPENDENCE,172.4579,61.51052,0,Fiber Optic
CA,ORANGE,220.1185,68.2985,0,Fiber Optic
AR,YELL,210.1051,48.79525,0,DSL
TX,GUADALUPE,207.4974,57.38041,0,Fiber Optic
WI,FOND DU LAC,232.6378,66.34669,1,DSL
OK,WAGONER,225.132,40.94814,1,DSL
SC,BEAUFORT,134.9509,50.46332,0,Fiber Optic
TN,SMITH,144.9607,52.35716,0,Fiber Optic
UT,SANPETE,117.5015,68.5356,0,
GA,GRADY,142.4827,42.25776,0,DSL
OK,GARFIELD,190.127,52.36613,0,DSL
PA,BERKS,162.4526,56.24027,0,Fiber Optic
CO,TELLER,152.4798,55.90137,0,Fiber Optic
CA,HUMBOLDT,129.9483,44.49898,0,DSL
AZ,MARICOPA,207.4754,45.7211,1,DSL
NY,ALBANY,142.5007,40.77723,0,DSL
GA,DECATUR,140.0049,62.83437,0,Fiber Optic
AZ,YAVAPAI,137.4836,68.66575,0,DSL
AZ,YAVAPAI,117.4858,56.7924,0,
NJ,HUDSON,152.4441,60.20473,0,DSL
NC,WAKE,242.6281,69.93388,0,Fiber Optic
WI,DUNN,182.4762,69.76328,0,
IA,CERRO GORDO,169.9447,59.96515,0,Fiber Optic
MN,DOUGLAS,162.4676,45.62317,1,DSL
CA,LOS ANGELES,172.4742,67.1217,0,Fiber Optic
OK,DEWEY,104.9781,49.50927,0,DSL
AL,JEFFERSON,162.4526,58.62812,0,Fiber Optic
KY,PIKE,179.9476,66.94572,0,Fiber Optic
NY,CHAUTAUQUA,162.447,62.46678,0,DSL
IA,JEFFERSON,184.961,71.52189,0,DSL
GA,LAURENS,124.9607,69.87194,0,DSL
IA,HAMILTON,137.4616,54.60066,0,
MO,GREENE,102.4746,48.95286,0,
MO,PERRY,92.45514,66.58949,0,DSL
PA,BUCKS,172.4705,63.40077,0,DSL
PA,SOMERSET,164.9785,61.28932,0,DSL
IN,CLINTON,152.4441,68.15887,0,DSL
FL,NASSAU,235.1555,56.95876,1,DSL
NY,SENECA,159.9349,62.77848,0,Fiber Optic
MD,HOWARD,214.9663,64.54916,0,Fiber Optic
TX,REFUGIO,107.4958,55.42423,0,DSL
MO,MISSISSIPPI,152.4441,64.61204,0,DSL
GA,EVANS,114.9658,67.15389,0,
IL,FULTON,222.6326,56.42112,0,DSL
GA,THOMAS,142.4713,64.16811,0,DSL
KS,DONIPHAN,127.4421,67.49275,0,DSL
IL,WHITESIDE,159.9476,67.99357,0,DSL
OK,LINCOLN,200.1185,61.72696,0,DSL
FL,BROWARD,162.4526,50.36108,0,Fiber Optic
TN,CLAIBORNE,159.9875,49.04885,0,Fiber Optic
LA,TANGIPAHOA,267.6427,63.41331,1,DSL
MS,HANCOCK,255.1336,57.54902,0,DSL
MI,BERRIEN,204.961,50.22175,0,Fiber Optic
AL,BLOUNT,197.484,53.66326,0,DSL
CT,TOLLAND,230.1344,40.35081,0,
NY,CORTLAND,149.9598,67.73428,0,Fiber Optic
NM,SANTA FE,127.4421,55.76068,0,DSL
WV,GILMER,187.4847,68.24302,0,Fiber Optic
TN,HUMPHREYS,139.9512,56.736,0,DSL
AL,MONTGOMERY,147.4421,43.51717,0,Fiber Optic
KS,PRATT,112.4844,58.6209,0,
NY,OTSEGO,172.4404,56.86301,0,DSL
CA,SANTA BARBARA,184.9797,62.6686,0,DSL
IL,WINNEBAGO,157.4698,47.65726,0,Fiber Optic
WV,JACKSON,92.5018,58.26304,0,
IA,PAGE,182.497,64.7292,0,Fiber Optic
KY,NELSON,95.01949,49.28233,0,
CA,YOLO,112.4551,60.15262,0,Fiber Optic
WI,SAUK,257.6549,47.34761,0,Fiber Optic
NM,BERNALILLO,235.1372,63.66258,0,DSL
NC,CURRITUCK,154.9919,58.41511,0,DSL
OR,DOUGLAS,152.4579,71.01166,0,DSL
CO,KIOWA,149.9447,64.37976,0,DSL
AL,BIBB,159.9656,65.48954,0,DSL
TN,SUMNER,267.6647,59.16267,1,Fiber Optic
NY,RENSSELAER,204.961,71.73306,0,Fiber Optic
WV,RALEIGH,220.1185,66.95572,0,Fiber Optic
NY,ALBANY,204.9797,57.50554,0,Fiber Optic
NE,CASS,142.4526,49.40477,0,DSL
KS,MIAMI,127.4586,59.97525,0,
NC,FRANKLIN,149.9776,55.40938,0,
TX,MORRIS,192.4404,56.84855,0,Fiber Optic
NY,JEFFERSON,184.9647,67.89181,0,Fiber Optic
MI,MIDLAND,127.4601,44.75964,0,DSL
MA,ESSEX,199.9902,65.79896,0,DSL
CA,SAN DIEGO,235.1555,50.07284,1,DSL
OH,PERRY,104.9629,59.81234,0,
VA,ORANGE,112.4551,57.1124,0,Fiber Optic
CA,YUBA,172.4885,63.99841,0,DSL
TX,WILLIAMSON,149.9598,60.16638,0,Fiber Optic
CO,EL PASO,149.9928,68.96601,0,DSL
SD,AURORA,175.0211,55.66796,0,
TX,NACOGDOCHES,222.6281,60.78156,0,DSL
MI,OAKLAND,154.9618,56.56567,0,DSL
WV,BOONE,242.6106,62.36767,1,DSL
OK,GARFIELD,169.9671,55.28091,0,
FL,MIAMI-DADE,137.5165,64.10363,0,
IL,SANGAMON,149.9447,61.53705,0,DSL
TX,DALLAM,159.9875,68.33092,0,Fiber Optic
TN,MCNAIRY,184.9785,68.87727,0,Fiber Optic
TX,EL PASO,127.4601,67.20609,0,DSL
IL,KANE,255.1555,56.53318,0,Fiber Optic
MA,FRANKLIN,127.4601,63.67919,0,DSL
WA,SNOHOMISH,129.9621,71.65389,0,DSL
OK,CUSTER,162.4827,44.55455,0,Fiber Optic
MN,OTTER TAIL,157.4836,47.98288,0,Fiber Optic
OH,CLERMONT,104.9643,56.37649,0,DSL
IL,CASS,94.97283,66.98487,0,DSL
TX,WOOD,222.6609,50.56974,0,
KY,LAWRENCE,182.4538,65.9038,0,Fiber Optic
AR,COLUMBIA,142.4713,60.36546,0,DSL
NY,QUEENS,232.6228,51.34296,0,Fiber Optic
ID,ADA,222.6281,62.83833,0,DSL
PA,WAYNE,184.967,58.52876,0,Fiber Optic
PA,VENANGO,162.5119,56.01033,0,
ID,BENEWAH,210.1518,70.67111,0,
WV,WOOD,277.6375,70.98518,0,Fiber Optic
PA,YORK,220.1185,62.54758,0,Fiber Optic
SD,CHARLES MIX,125.0073,70.80297,0,
