,Unnamed: 0,CaseOrder,Customer_id,Interaction,City,State,County,Zip,Lat,Lng,Population,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,item1,item2,item3,item4,item5,item6,item7,item8
4749,4750,4750,e753458,53dacd44-036e-437d-a8ce-9da82fca92e7,kamas,ut,summit,84036,40.64134,-111.1448,7247,urban,america/denver,equality and diversity officer,0.0,45.0,regular high school diploma,retired,14277.26,never married,male,no,7.48912,12,2,0,no,month-to-month,yes,no,dsl,yes,no,yes,no,no,yes,no,no,yes,mailed check,10.277,106.0503,1429.358,3,2,3,4,3,3,4,4
4750,4751,4751,j865464,a142588d-9dcb-422f-b453-ac72ce362036,charleston,sc,charleston,29407,32.79914,-79.99868,34315,urban,america/new_york,broadcast journalist,1.0,51.0,regular high school diploma,unemployed,24376.36,divorced,female,yes,9.428137,14,1,0,no,month-to-month,yes,no,nan,no,yes,no,no,yes,no,yes,yes,yes,mailed check,13.89557,220.615,1745.25,4,3,5,5,3,4,3,4
4751,4752,4752,e446263,5efc490e-942c-4d1e-b061-cd7a3a896272,moclips,wa,grays harbor,98562,47.23854,-124.2036,0,rural,america/los_angeles,chief strategy officer,0.0,83.0,nursery school to 8th grade,full time,19271.85,widowed,female,yes,14.33459,15,0,0,yes,month-to-month,yes,yes,fiber optic,yes,yes,no,no,no,no,no,no,yes,credit card (automatic),5.792269,147.0701,433.9442,7,6,6,4,3,4,4,5
4752,4753,4753,s838605,2897ba8d-5e81-42db-be08-459e915a6173,gallatin,tn,sumner,37066,36.39872,-86.45526,50328,rural,america/chicago,set designer,2.0,24.0,nursery school to 8th grade,full time,33186.785,widowed,male,no,9.718354,18,3,0,no,month-to-month,yes,no,dsl,yes,no,no,yes,no,yes,yes,no,no,electronic check,11.89052,151.5017,1871.355,5,4,4,4,1,4,5,5
4753,4754,4754,c436821,d6fb180f-ec56-40d1-ba45-3c3f9532529a,romney,wv,hampshire,26757,39.31567,-78.74647,6569,suburban,america/new_york,hospital doctor,0.0,44.0,nursery school to 8th grade,unemployed,19620.4,widowed,male,yes,11.40804,9,1,0,no,two year,yes,yes,fiber optic,yes,no,no,no,no,no,yes,yes,yes,bank transfer(automatic),36.19603,208.7102,1090.822,3,4,3,4,2,4,3,4
4754,4755,4755,h215697,3252df27-4b94-4a6f-ad24-9cc9921f3eeb,vina,al,franklin,35593,34.34976,-88.08015,1691,urban,america/chicago,tourist information centre manager,1.0,47.0,nursery school to 8th grade,part time,14377.15,never married,male,yes,6.696481,9,1,1,yes,two year,yes,no,dsl,yes,yes,no,yes,no,no,no,yes,no,credit card (automatic),17.30262,182.1152,2275.344,3,3,2,3,4,3,3,4
4755,4756,4756,z360250,32038961-9a36-41d0-abd9-f2224cf23e71,leander,tx,travis,78645,30.44901,-97.96998,11254,urban,america/chicago,communications engineer,1.0,25.0,professional school degree,full time,4004.2,widowed,male,yes,12.94951,13,2,2,no,month-to-month,yes,no,dsl,no,yes,no,yes,yes,yes,no,yes,yes,electronic check,15.13225,207.072,2259.107,3,4,4,3,5,2,3,3
4756,4757,4757,p25008,dcc2c137-04f2-436b-97f4-53bc0394b4f1,tappen,nd,kidder,58487,46.85755,-99.59727,419,urban,america/chicago,warden/ranger,1.0,47.0,bachelor's degree,full time,60598.33,never married,female,no,6.482033,6,0,0,no,month-to-month,yes,no,dsl,yes,no,no,yes,no,no,no,no,no,bank transfer(automatic),11.42868,114.431,1510.913,4,3,3,5,2,5,3,4
4757,4758,4758,k589469,c6d92d71-ec15-4f64-bcb8-feb1f588c525,north java,ny,wyoming,14113,42.67163,-78.33968,523,rural,america/new_york,trade mark attorney,4.0,53.0,regular high school diploma,unemployed,20637.36,divorced,male,yes,8.915085,17,2,1,no,month-to-month,no,no,fiber optic,no,yes,yes,yes,no,yes,no,yes,yes,bank transfer(automatic),5.192447,217.6738,943.0894,3,3,2,4,4,4,4,3
4758,4759,4759,q311850,6bef8b81-cb9b-4077-b076-81f117039dd0,mason,tx,mason,76856,30.70618,-99.26619,3650,rural,america/chicago,academic librarian,3.0,76.0,"some college, 1 or more years, no degree",full time,7677.29,never married,male,no,13.38344,13,2,0,no,month-to-month,yes,no,fiber optic,yes,no,no,no,no,no,yes,yes,yes,mailed check,36.19603,207.8396,1910.192,3,4,4,3,2,4,4,2
4759,4760,4760,s952248,a57b5913-4b1c-41d1-bc71-90c5d34047d4,seattle,wa,king,98174,47.60457,-122.3354,0,rural,america/los_angeles,animal nutritionist,0.0,37.0,"some college, 1 or more years, no degree",full time,33186.785,widowed,male,yes,11.21043,15,0,0,no,month-to-month,no,no,fiber optic,yes,no,no,no,no,no,yes,yes,no,credit card (automatic),3.199579,208.201,804.7021,2,1,3,2,4,2,3,1
4760,4761,4761,k377982,1237330a-c725-4d36-91fd-d7589ab068b8,grantsboro,nc,pamlico,28529,35.08158,-76.86145,1706,suburban,america/new_york,glass blower/designer,1.0,40.0,master's degree,full time,33186.785,separated,male,no,16.60984,18,0,0,no,month-to-month,yes,yes,fiber optic,no,no,no,no,yes,no,yes,no,no,credit card (automatic),9.630403,148.7586,1237.83,3,2,4,3,4,3,4,4
4761,4762,4762,u444790,57fbc2be-cb13-4ad1-ac9c-37da3547b7d6,canyon dam,ca,plumas,95923,40.1579,-121.1155,28,urban,america/los_angeles,"therapist, nutritional",1.0,22.0,associate's degree,full time,14612.3,married,male,yes,13.3297,12,1,0,no,month-to-month,yes,no,fiber optic,yes,no,yes,yes,yes,no,no,yes,yes,electronic check,5.73926,185.1366,3382.424,5,4,3,4,4,2,4,4
4762,4763,4763,t710947,ff45b9e8-2623-4ec5-9d7c-79e985b8aed8,uniontown,ar,crawford,72955,35.61223,-94.44388,270,urban,america/chicago,medical technical officer,1.0,55.0,ged or alternative credential,full time,7882.5,divorced,male,no,5.310273,16,1,0,no,two year,yes,no,fiber optic,yes,yes,no,no,yes,no,no,yes,no,mailed check,5.506063,192.9155,860.1917,4,4,5,3,5,3,3,2
4763,4764,4764,z985297,f854f6d3-dc3d-4601-8f41-f4ddb8ec60dc,neligh,ne,antelope,68756,42.19066,-97.98002,1922,urban,america/chicago,paediatric nurse,0.0,55.0,bachelor's degree,student,37680.14,never married,female,yes,8.744737,14,2,0,no,month-to-month,yes,no,fiber optic,yes,yes,yes,no,no,yes,yes,no,yes,mailed check,10.89731,185.4099,3382.424,5,4,5,4,3,4,3,5
4764,4765,4765,e260530,f9724956-447c-4c7e-99c9-3d066803a44b,louann,ar,ouachita,71751,33.40702,-92.76693,1186,urban,america/chicago,sports development officer,0.0,80.0,bachelor's degree,full time,33186.785,divorced,male,no,12.98073,10,2,0,no,two year,yes,no,fiber optic,yes,no,no,yes,no,no,no,no,no,credit card (automatic),3.770144,135.1892,382.4168,4,4,4,4,4,4,3,3
4765,4766,4766,k38297,26d12384-af77-40e8-8d1d-492ee8649820,west stockholm,ny,st. lawrence,13696,44.69472,-74.88802,47,suburban,america/new_york,careers information officer,4.0,53.0,bachelor's degree,retired,61087.44,married,female,no,12.39868,9,1,1,no,two year,yes,yes,nan,yes,yes,yes,no,yes,no,yes,no,yes,bank transfer(automatic),9.312734,154.5033,1332.85,3,3,5,3,3,4,3,5
4766,4767,4767,r889523,1479c0a0-110f-4bf4-905b-63875be1ec26,oak harbor,oh,ottawa,43449,41.53624,-83.14349,8219,suburban,america/new_york,charity fundraiser,1.0,53.0,regular high school diploma,full time,33186.785,divorced,prefer not to answer,yes,11.62758,17,1,1,yes,month-to-month,no,no,fiber optic,yes,no,no,no,no,yes,yes,yes,no,mailed check,4.370713,219.6438,895.5568,2,3,3,3,4,4,3,3
4767,4768,4768,z652933,d0fd7257-462d-4695-8e20-cde62dd2ec8e,mount hope,ks,sedgwick,67108,37.81399,-97.68202,1601,rural,america/chicago,risk manager,1.0,68.0,"some college, less than 1 year",student,33186.785,divorced,male,yes,12.37242,16,0,1,yes,month-to-month,yes,no,fiber optic,yes,yes,no,no,yes,no,yes,yes,yes,mailed check,2.006646,252.7856,3382.424,2,2,2,4,4,3,2,3
4768,4769,4769,y40674,3c55a95f-5f5a-4d70-9429-e8cbb4faad31,east hardwick,vt,caledonia,5836,44.51521,-72.2663,1111,suburban,america/new_york,museum/gallery exhibitions officer,4.0,54.0,associate's degree,unemployed,33186.785,never married,female,yes,14.5729,12,1,0,no,one year,yes,no,dsl,yes,no,no,no,no,no,yes,yes,yes,electronic check,10.62816,189.0971,1847.226,5,3,4,5,3,4,4,4
4769,4770,4770,v135243,3799acd3-abcb-4eea-bb8a-2aeccf130072,rembrandt,ia,buena vista,50576,42.80326,-95.17528,318,rural,america/chicago,physiological scientist,0.0,22.0,regular high school diploma,unemployed,73162.55,widowed,male,no,37.69251,10,0,0,no,month-to-month,yes,no,nan,yes,no,yes,no,yes,no,no,no,yes,electronic check,6.033703,123.312,824.408,4,4,4,4,3,5,4,3
4770,4771,4771,u292174,fe731b10-7bfe-40c0-8b73-3c373eff3eaf,central city,ia,linn,52214,42.19096,-91.50685,3590,rural,america/chicago,"engineer, biomedical",2.0,77.0,no schooling completed,full time,94990.56,never married,male,no,6.567939,11,1,0,no,month-to-month,no,no,nan,yes,no,no,no,no,yes,no,no,no,mailed check,36.19603,93.67747,682.915,6,6,5,2,4,5,2,5
4771,4772,4772,s791046,13159d14-181e-4d3a-bfb0-cef21b342cd2,saint james,mo,phelps,65559,38.02628,-91.61265,8611,suburban,america/chicago,insurance risk surveyor,3.0,58.0,master's degree,full time,9245.84,divorced,female,no,7.437395,8,0,1,no,two year,no,no,nan,yes,no,yes,no,yes,no,no,yes,yes,electronic check,12.28997,129.1355,1388.75,4,4,3,4,3,4,4,4
4772,4773,4773,o06174,222fe162-3b11-4ead-808b-5e4fb3a0f921,dallas,tx,dallas,75253,32.67499,-96.61287,23894,urban,america/chicago,illustrator,1.0,31.0,regular high school diploma,student,76161.71,separated,male,yes,11.34728,18,0,1,no,month-to-month,no,no,nan,no,yes,yes,yes,yes,no,no,no,yes,electronic check,7.354812,150.3139,1099.875,5,3,4,3,4,4,4,3
4773,4774,4774,q296862,3b24bda8-1141-4f18-851c-6f48c4516dd7,promise city,ia,wayne,52583,40.80037,-93.15263,302,suburban,america/chicago,advice worker,2.0,18.0,bachelor's degree,unemployed,74084.32,divorced,male,yes,8.001484,10,1,0,no,month-to-month,yes,no,fiber optic,yes,yes,no,yes,no,yes,yes,no,yes,bank transfer(automatic),3.872474,204.4142,892.5015,5,5,4,4,4,4,4,3
4774,4775,4775,n863236,309db26d-5e78-4e77-991a-9ed35cd6c51f,reserve,nm,catron,87830,33.7196,-108.7395,1571,suburban,america/denver,"accountant, chartered",1.0,89.0,master's degree,full time,33652.0,divorced,female,no,14.66482,19,2,0,no,one year,no,no,dsl,yes,no,no,yes,yes,yes,no,no,no,credit card (automatic),4.043292,141.1308,826.7523,4,4,3,3,4,4,2,3
4775,4776,4776,p860743,1b90d625-b441-4895-8ea4-3e59f05105b1,centreville,md,queen anne's,21617,39.04974,-76.03974,10741,suburban,america/new_york,chief strategy officer,0.0,47.0,"some college, less than 1 year",student,17528.05,divorced,male,yes,6.033737,15,1,2,no,month-to-month,yes,no,dsl,yes,no,no,yes,no,no,no,yes,no,mailed check,3.309503,149.0503,1026.042,1,2,1,4,2,2,2,2
4776,4777,4777,g466917,2c1a5580-0c72-46af-b0bc-8a1e1b1a5ee5,warroad,mn,roseau,56763,48.80886,-95.35636,5157,urban,america/chicago,"engineer, manufacturing systems",0.0,70.0,ged or alternative credential,part time,58992.27,divorced,female,yes,12.36685,12,1,0,yes,month-to-month,yes,no,dsl,yes,yes,no,yes,no,no,yes,yes,no,mailed check,25.68013,242.4561,3070.896,2,2,2,1,3,2,4,3
4777,4778,4778,x425839,d2304494-a9dd-4f41-985f-e78a0db82cf0,corpus christi,tx,nueces,78414,27.6603,-97.36893,39642,suburban,america/chicago,insurance claims handler,1.0,51.0,no schooling completed,full time,31036.82,never married,female,yes,7.853636,15,1,0,no,month-to-month,no,yes,fiber optic,yes,yes,yes,no,yes,no,no,yes,yes,electronic check,10.12764,196.3112,1214.121,5,5,5,4,4,6,4,4
4778,4779,4779,t510073,02053d7b-9a6f-492b-bcf6-0ad9a3f2b81a,chestertown,ny,warren,12817,43.63355,-73.82515,2119,urban,america/new_york,scientific laboratory technician,4.0,47.0,"9th grade to 12th grade, no diploma",student,41971.12,separated,female,no,10.00892,14,0,0,no,two year,no,yes,fiber optic,yes,no,no,no,yes,no,yes,no,yes,electronic check,18.01409,150.7163,3382.424,5,6,4,5,3,3,5,5
4779,4780,4780,m898890,1e447bf7-fc5c-4962-aac5-95822309a488,philadelphia,pa,philadelphia,19145,39.9149,-75.1921,46623,rural,america/new_york,conference centre manager,1.0,44.0,"some college, 1 or more years, no degree",full time,36514.93,separated,female,no,11.47195,13,1,0,no,two year,no,yes,fiber optic,yes,no,yes,no,yes,no,no,no,no,bank transfer(automatic),1.90586,127.2403,3382.424,3,4,5,3,4,4,4,4
4780,4781,4781,v691458,d9974849-c925-4dad-ac39-f0b203d8c3a5,zanesfield,oh,logan,43360,40.33102,-83.63123,1600,urban,america/new_york,naval architect,0.0,53.0,regular high school diploma,full time,5406.51,divorced,female,yes,8.865482,8,1,1,no,month-to-month,no,no,dsl,yes,no,no,no,no,yes,yes,yes,yes,electronic check,7.329775,199.3625,1451.591,1,2,2,5,3,4,2,4
4781,4782,4782,o529706,4c530893-f37f-451e-9af1-87b63d799443,liberty hill,tx,williamson,78642,30.69726,-97.94693,11817,urban,america/chicago,"engineer, electronics",0.0,53.0,regular high school diploma,full time,44202.8,separated,female,yes,13.50934,7,1,1,no,month-to-month,yes,yes,dsl,yes,yes,no,no,no,no,no,yes,yes,electronic check,11.21881,160.0902,1589.461,3,2,3,4,3,5,5,3
4782,4783,4783,l717585,e731649c-36ed-4572-b88f-355496b0865c,hallsville,tx,harrison,75650,32.51394,-94.55473,9493,urban,america/chicago,"administrator, local government",1.0,44.0,regular high school diploma,full time,36991.79,married,female,no,5.903164,6,1,0,yes,two year,no,no,fiber optic,yes,yes,no,yes,yes,no,no,no,yes,electronic check,13.17784,179.2161,1407.674,4,4,5,4,3,3,4,4
4783,4784,4784,r434150,6308e6bd-20cc-4d76-b5b5-f833310fe050,memphis,tn,shelby,38131,35.06631,-89.99205,0,suburban,america/chicago,futures trader,1.0,53.0,master's degree,full time,23803.0,never married,male,no,6.854055,16,1,0,no,two year,no,no,fiber optic,yes,yes,no,yes,yes,no,yes,no,no,mailed check,7.03957,204.467,1185.479,2,3,3,4,2,3,3,3
4784,4785,4785,o924950,83c64196-26e7-446c-a31f-9be19821eefc,barrington,nj,camden,8007,39.86574,-75.05376,5020,urban,america/new_york,pathologist,1.0,80.0,"9th grade to 12th grade, no diploma",full time,37577.46,married,female,yes,13.36325,11,1,0,no,two year,no,yes,dsl,yes,yes,no,no,yes,yes,yes,yes,no,electronic check,2.77885,244.7074,1187.892,3,2,2,5,2,3,3,3
4785,4786,4786,q895834,777b484a-32b0-4672-9b38-512e12b03db0,eugene,or,lane,97404,44.10494,-123.1329,34390,suburban,america/los_angeles,"education officer, museum",1.0,25.0,ged or alternative credential,unemployed,32555.42,divorced,female,no,13.23099,9,0,0,no,two year,yes,no,dsl,yes,yes,yes,no,no,yes,no,yes,no,mailed check,12.9557,175.3075,1894.547,2,3,3,4,3,4,5,4
4786,4787,4787,a708666,dff05af8-163b-4bd4-b46b-b92b1ba12a2e,markle,in,wells,46770,40.83313,-85.31898,2992,urban,america/indiana/indianapolis,science writer,3.0,46.0,regular high school diploma,full time,33186.785,widowed,female,yes,6.255185,14,3,0,no,two year,no,yes,dsl,yes,yes,yes,yes,yes,yes,yes,yes,yes,electronic check,36.19603,268.0702,3055.522,4,3,6,3,4,3,3,3
4787,4788,4788,e547215,85ff8017-c82e-407c-a22c-7a06dc7898eb,madison,il,madison,62060,38.67688,-90.14691,4586,urban,america/chicago,fashion designer,2.0,53.0,regular high school diploma,full time,2904.8,married,female,yes,10.90813,13,0,1,no,two year,no,no,dsl,yes,yes,no,no,yes,no,yes,yes,no,bank transfer(automatic),26.54684,244.6196,3238.304,4,3,3,3,4,3,3,2
4788,4789,4789,j131248,ce2af274-1d2f-4172-afb2-158bf7ab1b45,childwold,ny,st. lawrence,12922,44.28809,-74.71781,39,rural,america/new_york,"therapist, nutritional",1.0,61.0,ged or alternative credential,part time,78090.5,separated,female,yes,4.351407,6,0,1,no,month-to-month,no,no,dsl,yes,no,no,no,yes,yes,no,yes,yes,mailed check,7.334657,152.3526,1253.932,3,3,4,2,5,4,3,3
4789,4790,4790,f02497,d36089f1-591a-4ddd-80cc-3130dc135ff3,smith,nv,lyon,89430,38.7751,-119.3051,393,suburban,america/los_angeles,"embryologist, clinical",2.0,65.0,ged or alternative credential,full time,23935.48,separated,female,no,6.576603,11,0,1,no,month-to-month,no,no,dsl,yes,yes,yes,no,yes,no,no,no,yes,bank transfer(automatic),19.48914,151.7984,2254.988,3,3,2,4,5,2,2,4
4790,4791,4791,f193526,9803bede-b470-4dbb-9709-beecde5a24c8,buckley,wa,pierce,98321,47.15286,-122.0643,15788,suburban,america/los_angeles,"administrator, arts",0.0,53.0,"9th grade to 12th grade, no diploma",unemployed,56792.26,divorced,female,no,11.64692,14,0,1,no,two year,yes,yes,dsl,yes,yes,no,no,no,yes,yes,no,yes,electronic check,4.546842,164.0634,1076.673,5,5,4,3,3,6,5,6
4791,4792,4792,l681773,8ca1443b-0c37-46f3-ba45-32d0ad9ed0e9,darlington,pa,beaver,16115,40.79345,-80.46337,3139,suburban,america/new_york,applications developer,1.0,56.0,regular high school diploma,retired,44499.17,divorced,female,no,11.12762,12,0,0,no,month-to-month,no,no,dsl,yes,yes,no,yes,yes,no,no,yes,yes,credit card (automatic),4.320048,194.8833,1215.717,5,5,4,5,3,4,5,4
4792,4793,4793,c27979,0e08e49f-fed9-4459-973b-55fc1dc43897,elgin,or,union,97827,45.58792,-117.8452,2381,rural,america/los_angeles,engineering geologist,0.0,53.0,"some college, 1 or more years, no degree",full time,10979.8,never married,prefer not to answer,yes,6.841599,12,0,0,no,month-to-month,no,no,fiber optic,yes,yes,yes,yes,no,no,no,yes,no,bank transfer(automatic),9.553951,205.1637,1063.935,5,5,4,2,6,5,4,4
4793,4794,4794,h581110,6f55128b-4162-419b-af40-0f363f6a428e,dresden,ks,decatur,67635,39.59485,-100.4393,185,urban,america/chicago,film/video editor,2.0,53.0,regular high school diploma,full time,31096.42,never married,male,no,7.357006,12,0,0,no,two year,no,yes,dsl,yes,yes,no,no,yes,no,yes,no,no,electronic check,22.01734,161.4769,2615.648,5,5,4,5,2,5,6,3
4794,4795,4795,n472963,b766a6fc-45a4-4ed8-92e0-dd219a988f69,oconee,ga,washington,31067,32.86007,-82.93698,252,rural,america/new_york,"radiographer, diagnostic",10.0,33.0,regular high school diploma,full time,82708.61,widowed,male,no,10.94925,11,0,1,no,one year,yes,no,nan,yes,yes,yes,yes,no,no,yes,no,no,electronic check,2.628926,162.5001,1058.586,2,2,3,3,4,2,2,3
4795,4796,4796,d769071,000c9fbe-737f-420f-b40b-1cd3e9f71649,orlando,fl,orange,32832,28.39793,-81.18697,24325,rural,america/new_york,"pharmacist, hospital",1.0,24.0,master's degree,full time,50335.96,widowed,male,yes,12.74368,14,1,0,yes,one year,no,no,dsl,yes,no,yes,no,yes,yes,yes,yes,no,mailed check,7.041709,214.7352,1771.092,4,3,4,2,4,3,3,4
4796,4797,4797,b451399,7a8be9c8-5af1-4580-bfce-de420bd77da2,hayward,ca,alameda,94541,37.67432,-122.0851,66056,rural,america/los_angeles,sports administrator,0.0,83.0,bachelor's degree,student,33186.785,separated,female,no,10.44716,13,2,0,no,month-to-month,no,no,nan,no,yes,yes,no,no,yes,no,no,no,bank transfer(automatic),7.295203,125.5799,636.6178,2,3,2,5,3,3,3,4
4797,4798,4798,e976279,d988fc74-222a-4660-93b1-79b47b800d95,circleville,ks,jackson,66416,39.52806,-95.86137,588,rural,america/chicago,seismic interpreter,1.0,57.0,"9th grade to 12th grade, no diploma",part time,33572.8,married,female,no,5.944835,10,1,2,no,one year,no,no,dsl,yes,no,no,yes,yes,yes,yes,no,yes,electronic check,17.19189,165.844,2297.203,3,2,2,4,3,3,2,3
4798,4799,4799,n489314,681c043b-ad82-4207-be19-d291741dd9f3,stanley,id,custer,83278,44.37034,-114.8959,320,urban,america/boise,metallurgist,2.0,24.0,"9th grade to 12th grade, no diploma",full time,60326.6,married,male,no,8.012779,14,1,0,yes,two year,yes,no,dsl,no,no,no,no,yes,no,yes,no,yes,electronic check,7.560138,130.5238,3382.424,5,4,4,3,5,3,2,4
4799,4800,4800,p464896,b6dbf336-e274-44d6-b0e7-a69517f529f6,winston,mo,daviess,64689,39.87367,-94.14813,630,rural,america/chicago,"therapist, horticultural",0.0,68.0,ged or alternative credential,part time,5540.89,divorced,male,no,9.407371,11,0,0,yes,two year,no,no,fiber optic,yes,yes,no,yes,no,no,no,yes,yes,mailed check,15.62643,203.3659,1624.87,3,2,1,3,5,3,3,3
4800,4801,4801,l267036,ad0b69c7-bbdc-4d93-99bf-57d12e428d0c,fort myers,fl,lee,33912,26.53286,-81.82519,18402,rural,america/new_york,television floor manager,2.0,84.0,regular high school diploma,retired,33186.785,widowed,male,no,16.47472,14,2,2,yes,month-to-month,no,no,fiber optic,yes,no,yes,yes,no,no,no,no,no,bank transfer(automatic),36.19603,138.7921,700.4813,3,3,3,3,3,3,2,5
4801,4802,4802,q632278,1b588952-392e-4f4a-9416-ad6f8fad9e04,marquez,tx,leon,77865,31.23035,-96.22812,2273,suburban,america/chicago,"engineer, land",1.0,48.0,bachelor's degree,unemployed,76333.6,widowed,female,yes,11.32166,12,0,0,no,one year,yes,no,dsl,yes,yes,no,no,yes,no,no,yes,no,electronic check,8.696148,172.2623,1475.739,3,3,5,2,4,4,5,4
4802,4803,4803,k489730,554be38b-d5af-4409-80c3-91f698be3401,somers,ny,westchester,10589,41.32994,-73.69522,8751,suburban,america/new_york,control and instrumentation engineer,3.0,55.0,bachelor's degree,full time,14676.6,separated,female,yes,10.68535,13,0,0,yes,one year,no,no,dsl,yes,no,no,yes,yes,yes,yes,yes,yes,mailed check,21.49074,235.3954,2886.679,3,3,4,4,4,3,2,4
4803,4804,4804,w504012,80512864-3927-4303-a387-8294f8624573,new waverly,tx,walker,77358,30.55777,-95.43502,5480,rural,america/chicago,camera operator,8.0,68.0,"9th grade to 12th grade, no diploma",full time,33186.785,never married,male,no,6.852664,11,0,1,no,month-to-month,no,yes,nan,yes,no,yes,no,no,no,no,yes,yes,bank transfer(automatic),14.45396,116.2349,1684.34,5,4,4,4,3,4,4,3
4804,4805,4805,u960393,1483d071-d584-4243-8b61-7611a41a1c34,flag pond,tn,unicoi,37657,36.01758,-82.56019,991,urban,america/new_york,insurance claims handler,1.0,70.0,"some college, 1 or more years, no degree",full time,42839.99,divorced,female,no,5.380168,10,2,0,no,two year,yes,no,fiber optic,yes,yes,yes,yes,yes,no,yes,no,yes,bank transfer(automatic),36.19603,207.8411,1566.023,3,5,3,5,3,4,4,1
4805,4806,4806,x265916,1b9dfd56-b8e7-43e2-a4db-6caa2bf9fcb7,seco,ky,letcher,41849,37.17462,-82.73404,85,rural,america/new_york,"buyer, industrial",1.0,68.0,"some college, 1 or more years, no degree",part time,77598.76,married,male,yes,5.605938,9,2,0,no,month-to-month,yes,no,fiber optic,yes,yes,no,yes,no,yes,no,yes,no,electronic check,13.74701,214.3116,1598.336,4,4,5,3,4,4,4,2
4806,4807,4807,b644120,8cef7873-4bf1-4e89-a199-58e749226817,saugus,ma,essex,1906,42.46799,-71.01441,28165,suburban,america/new_york,technical brewer,4.0,81.0,"some college, 1 or more years, no degree",full time,26278.72,separated,male,no,10.26543,15,0,0,no,month-to-month,no,no,fiber optic,yes,no,no,yes,yes,yes,no,yes,no,credit card (automatic),19.48387,195.5412,2038.975,5,4,4,3,3,4,2,2
4807,4808,4808,y576054,f65bb783-23d5-45f5-8302-1dc5f092996a,millington,tn,shelby,38053,35.34422,-89.95337,26545,rural,america/chicago,museum education officer,2.0,53.0,"some college, 1 or more years, no degree",full time,20954.8,separated,female,yes,13.01831,7,0,0,no,one year,no,no,fiber optic,yes,no,no,no,yes,no,yes,yes,yes,electronic check,5.067354,220.4857,968.8818,2,5,4,6,2,5,3,4
4808,4809,4809,d96885,50e9df6a-82b2-4f74-9d85-d60961f168c7,modesto,ca,stanislaus,95354,37.6382,-120.966,24743,urban,america/los_angeles,licensed conveyancer,1.0,53.0,bachelor's degree,part time,10331.34,separated,female,yes,12.07798,13,1,1,no,month-to-month,no,no,dsl,yes,yes,yes,no,no,yes,no,no,yes,electronic check,6.386027,140.1003,1039.187,3,4,3,4,2,4,5,4
4809,4810,4810,m572765,2b9f55b2-d9e4-4aff-9ecd-1e97c62af36e,cleveland,oh,cuyahoga,44118,41.50186,-81.55625,38833,rural,america/new_york,landscape architect,2.0,27.0,professional school degree,unemployed,33186.785,never married,male,no,39.49175,7,2,1,no,two year,no,no,fiber optic,yes,no,no,yes,no,no,yes,no,no,electronic check,36.19603,190.0474,910.8338,2,3,3,6,3,4,4,3
4810,4811,4811,s502052,820fedca-c464-4c87-b19e-22e4d88c67bc,capon springs,wv,hampshire,26823,39.13662,-78.4821,218,urban,america/new_york,trading standards officer,0.0,53.0,master's degree,full time,33186.785,divorced,male,yes,13.50897,6,0,0,no,month-to-month,yes,no,dsl,yes,no,no,no,no,no,no,no,yes,bank transfer(automatic),3.94227,106.1122,795.7565,3,4,4,4,3,3,3,3
4811,4812,4812,d47677,5c45cd46-fa87-491a-ad9c-97ec6300fc71,springtown,tx,parker,76082,32.9705,-97.71843,18951,urban,america/chicago,professor emeritus,1.0,68.0,bachelor's degree,retired,39053.35,never married,female,yes,8.849852,10,7,0,no,two year,yes,yes,fiber optic,yes,no,no,yes,no,no,yes,yes,yes,electronic check,5.664023,227.7494,982.7165,4,4,3,3,5,4,4,4
4812,4813,4813,r376184,ef97ba2b-b563-4e0a-abfc-7ce7299ec6e3,glenham,sd,walworth,57631,45.53361,-100.2824,421,urban,america/chicago,"psychotherapist, dance movement",1.0,22.0,"some college, less than 1 year",full time,11423.37,never married,female,yes,9.381571,9,1,1,no,month-to-month,yes,no,dsl,yes,no,no,no,yes,no,yes,yes,yes,electronic check,1.329981,200.5348,1244.631,4,5,4,2,3,3,5,4
4813,4814,4814,w258240,6aa73071-008d-4c3d-80ed-4da4fcd5ebce,austin,tx,travis,78728,30.45655,-97.68986,21480,urban,america/chicago,set designer,1.0,34.0,"some college, 1 or more years, no degree",full time,33426.12,married,female,no,9.294677,10,2,0,no,month-to-month,no,no,dsl,yes,no,no,yes,no,no,no,no,yes,mailed check,29.58658,115.3601,3041.355,5,6,4,4,5,3,4,3
4814,4815,4815,g563440,104ce3c5-0bda-4d96-bb2e-7b31dcc9d109,climax,ny,greene,12042,42.4021,-73.92019,196,urban,america/new_york,arts administrator,1.0,78.0,regular high school diploma,retired,24927.42,widowed,male,no,12.50733,10,1,0,yes,month-to-month,no,yes,fiber optic,yes,yes,yes,no,no,no,no,no,yes,credit card (automatic),7.888574,147.1504,810.3781,4,5,5,5,4,4,4,4
